ANO_INGRESSO;CURSO;SEXO;PSELETIVO;COTAORIG;COTA;Enem-L;Enem-CH;Enem-CN;Enem-M;Enem-R;EnemTotal;CR-1P;N-DISC-APRV;TX-APROVEIT;1A-OPÇÃO;ACOLHIMENTO;GRAD-PREV;TIPO-EM;MODAL-EM;CONCLUSÃO-EM;INGLÊS;LING-PROG;DESLOCAMENTO-MODAL;TEMPO-DESLOC;INTERNET;COMPUTADOR-TER;COMPUTADOR-USO;PAIS-FORMAÇÃO;MORADIA-PROPRIA;RENDA-CONTRIBUI;MORADIA-QTOS;RENDA-TOTAL1;RENDA-TOTAL2;TRABALHO;ESTADO-CIVIL;FILHOS;RELIGIAO-TIPO;RELIGIAO-FE;RELIGIAO-FREQ;CONVERSA;LAZER-FREQ
2018;FT05;M;PSC;AC;AC;581.2;661;644.2;780.7;760.0;685.4;7.002;12;10.169;Sim;Não;Não;privada;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Própria;Mãe;6;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;2;0;0;5
2018;IE17;M;SISU;PPI1;Renda;550;661.8;581.4;700.6;540.0;606.8;7.160;8;0.7273;Sim;Não;Sim;pública;tradicional;5;3;Não;Ônibus;<1h;Sim;Sim;Exclusivo;2;Própria;Outros;4;<1.5 SM;1;Não;Solteiro;Não;Sim;;0;3;5
2018;FT05;M;SISU;AC;AC;582.3;660;617.9;673.6;840.0;674.8;5.953;10;0.8475;Sim;Não;Não;pública;tradicional;1;3;Não;Ônibus;1h-2h;Não;Sim;Compartilhado;0;Alugada;Mãe;5;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;2;4;2;2
2018;FT05;M;PSC;AC;AC;587.5;603.3;520.3;743.5;660.0;622.9;4.746;9;0.7627;Sim;Não;Não;privada;tradicional;1;3;Não;Ônibus;<1h;Sim;Sim;Exclusivo;2;Alugada;Pai;5;4.5 a 6 SM;4;Não;Solteiro;Não;Sim;3;4;3;5
2018;IE17;M;PSC;AC;AC;;;;;;;7.066;9;0.8182;Sim;Não;Não;privada;tradicional;1;3;Não;Ônibus;<1h;Sim;Sim;Compartilhado;0;Própria;Pai;5;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;4;;3;3
2018;IE17;M;SISU;AC;AC;593.8;640.6;636.2;726.7;740.0;667.5;6.009;0;0.0000;Sim;Não;Sim;privada;tradicional;3;3;Sim;Ônibus;1h-2h;Sim;Sim;Compartilhado;0;Própria;Mãe;6;1.5 a 3 SM;2;Tempo integral;Solteiro;Não;Sim;;0;3;2
2018;FT05;M;PSC;AC;AC;;;;;;;6.685;11;0.9322;Sim;Não;Não;privada;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Não;Compartilhado;0;Própria;Pai;6;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;3;5;2;4
2018;FT05;M;SISU;AC;AC;592.6;691.7;694.7;645.2;720.0;668.8;7.754;9;0.7627;Sim;Não;Sim;privada;tradicional;6;3;Não;Ônibus;1h-2h;Sim;Sim;Exclusivo;1;Própria;Mãe;4;<1.5 SM;1;Não;Solteiro;Não;Sim;;;3;5
2018;FT05;M;PSC;AC;AC;;;;;;;3.222;4;0.3390;Sim;Não;Não;pública;tradicional;1;2;Não;Ônibus;1h-2h;Sim;Sim;Compartilhado;1;Alugada;Outros;5;1.5 a 3 SM;2;Não;Solteiro;Não;Não;2;0;2;4
2018;IE17;F;PSC;AC;AC;;;;;;;7.099;8;0.7273;Sim;Não;Não;privada;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Compartilhado;0;Própria;Pai;5;1.5 a 3 SM;2;Não;Solteiro;Não;Não;;0;2;4
2018;IE08;F;PSC;AC;AC;;;;;;;7.933;11;0.8980;Sim;Sim;Não;privada;tradicional;1;3;Não;Carona;<1h;Sim;Sim;Compartilhado;2;Própria;Pai;5;;;Não;Solteiro;Não;Sim;3;4;3;5
2018;FT05;M;PSC;PPI1;Renda;;;;;;;3.955;4;0.3390;Sim;Não;Não;pública;tradicional;1;2;Não;Ônibus;1h-2h;Sim;Sim;Compartilhado;2;Própria;Pai;5;1.5 a 3 SM;2;Não;Solteiro;Não;Não;4;0;2;3
2018;IE17;M;SISU;NDC1;Renda;486.6;517;605.7;576.6;640.0;565.2;5.395;3;0.2727;Sim;Não;Sim;pública;tradicional;6;3;Sim;Veículo próprio;<1h;Sim;Sim;Compartilhado;1;Própria;Eu;3;<1.5 SM;1;Não;Solteiro;Não;Sim;4;4;3;5
2018;IE17;F;SISU;AC;AC;632.6;594.6;570.1;720.5;800.0;663.6;5.701;6;0.5455;Sim;Não;Sim;privada;tradicional;6;4;Sim;Veículo próprio;<1h;Sim;Sim;Exclusivo;2;Alugada;Pai;3;;;Informal;Solteiro;Não;Sim;3;4;3;3
2018;FT05;M;SISU;AC;AC;683.9;634.7;659.9;820.8;880.0;735.9;4.386;8;0.6780;Sim;Não;Não;privada;tradicional;1;4;Não;Ônibus;<1h;Sim;Sim;Exclusivo;2;Alugada;Mãe;2;1.5 a 3 SM;2;Não;Solteiro;Não;Não;0;2;2;5
2018;IE17;M;SISU;PPI1;Renda;569.1;623.2;536.7;672.7;740.0;628.3;3.098;4;0.3636;Sim;Não;Não;pública;tradicional;1;2;Sim;Ônibus;>2h;Sim;Sim;Compartilhado;;Própria;Outros;6;<1.5 SM;1;Não;Solteiro;Não;Sim;3;4;2;4
2018;IE08;M;PSC;NDC2;NRenda;;;;;;;5.526;6;0.4898;Sim;Sim;Não;pública;tradicional;1;4;Não;Ônibus;<1h;Sim;Sim;Compartilhado;1;Própria;Mãe;5;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;3;2;3;3
2018;IE08;M;SISU;AC;AC;593.7;612.4;612.8;738.4;720.0;655.5;8.054;11;0.8980;Sim;Sim;Não;privada;técnico;1;4;Sim;Ônibus;<1h;Sim;Sim;Compartilhado;2;Própria;Mãe;3;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;1;2;1;1
2018;FT05;M;SISU;AC;AC;511.5;590.5;585.6;641.8;920.0;649.9;4.835;8;0.6780;Sim;Não;Não;privada;tradicional;1;3;Não;Carona;<1h;Sim;Sim;Exclusivo;2;Própria;Pai;6;4.5 a 6 SM;4;Não;Solteiro;Não;Sim;1;0;2;4
2018;IE08;M;PSC;PPI1;Renda;617.5;619.2;651.1;833.7;600.0;664.3;6.129;8;0.6531;Sim;Não;Não;pública;técnico;1;4;Sim;Ônibus;1h-2h;Sim;Sim;Compartilhado;2;Própria;Mãe;3;1.5 a 3 SM;2;Não;Solteiro;Não;Não;0;0;2;5
2018;FT05;M;PSC;PPI2;NRenda;;;;;;;4.725;7;0.5932;Sim;Não;Não;pública;técnico;1;2;Não;Ônibus;<1h;Sim;Sim;Exclusivo;0;Alugada;Eu;3;<1.5 SM;1;Não;Solteiro;Não;Sim;3;0;2;5
2018;FT05;M;SISU;PPI2-PCD;NRenda;585;636.6;608.7;584.5;580.0;599.0;2.734;1;0.0847;Não;Sim;Não;pública;tradicional;2;1;Não;Ônibus;1h-2h;Sim;Sim;Compartilhado;0;Própria;Outros;6;;;Não;Solteiro;Não;Sim;4;;2;5
2018;IE08;M;SISU;PPI2;NRenda;624.7;648.6;659.5;680.9;660.0;654.7;6.260;8;0.6531;Sim;Não;Sim;pública;tradicional;6;3;Não;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Própria;Eu;1;<1.5 SM;1;Não;Solteiro;Não;Não;0;0;0;5
2018;FT05;M;PSC;NDC2;NRenda;;;;;;;3.698;4;0.3390;Sim;Não;Não;pública;tradicional;1;3;Não;Carona;1h-2h;Sim;Sim;Compartilhado;2;Alugada;Pai;4;;;Não;Solteiro;Não;Não;;0;2;5
2018;IE08;M;PSC;PPI2;NRenda;611.7;598.4;643.2;740.6;640.0;646.8;9.355;11;0.8980;Sim;Sim;Não;pública;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Própria;Pai;3;3 a 4.5 SM;3;Não;Solteiro;Não;Não;0;0;2;2
2018;IE17;F;SISU;NDC2;NRenda;519;610.3;524.4;720.9;800.0;634.9;8.645;8;0.7273;Sim;Sim;Sim;pública;técnico;1;4;Sim;Veículo próprio;<1h;Sim;Sim;Exclusivo;2;Própria;Pai;5;> 10 SM;6;Não;Solteiro;Não;Sim;3;4;3;4
2018;IE17;M;PSC;PPI2;NRenda;605.9;677.2;622.3;730.2;520.0;631.1;8.779;10;0.9091;Sim;Não;Não;pública;tradicional;1;3;Não;Ônibus;1h-2h;Sim;Sim;Compartilhado;0;Própria;Pai;6;3 a 4.5 SM;3;Não;Solteiro;Não;Sim;;;1;5
2018;FT05;M;PSC;AC;AC;;;;;;;3.870;3;0.2542;Sim;Não;Não;privada;técnico;1;3;Sim;Veículo próprio;<1h;Sim;Sim;Exclusivo;2;Própria;Mãe;4;> 10 SM;6;Não;Solteiro;Não;Sim;3;5;3;4
2018;IE08;M;PSC;AC;AC;;;;;;;9.553;12;0.9796;Sim;Sim;Não;privada;técnico;1;4;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;2;Própria;Pai;4;> 10 SM;6;Não;Solteiro;Não;Não;0;0;1;5
2018;IE17;M;SISU;AC;AC;601;725.3;653.9;727.2;660.0;673.5;0.570;0;0.0000;Sim;Não;Sim;privada;tradicional;6;4;Não;Veículo próprio;<1h;Sim;Sim;Exclusivo;1;Própria;Mãe;3;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;3;0;0;5
2018;FT05;M;SISU;PPI1;Renda;648.8;668.9;658;653;640.0;653.7;6.135;5;0.4237;Sim;Não;Sim;pública;tradicional;6;4;Sim;Ônibus;<1h;Sim;Sim;Compartilhado;0;Própria;Pai;6;1.5 a 3 SM;2;Estágio;Solteiro;Sim;Não;;0;2;3
2018;IE08;F;PSC;AC;AC;;;;;;;3.371;5;0.4082;Sim;Sim;Não;privada;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Compartilhado;1;Própria;Pai;6;6 a 10 SM;5;Não;Solteiro;Não;Sim;;2;0;2
2018;IE17;M;PSC;AC;AC;;;;;;;4.224;5;0.4545;Sim;Não;Não;privada;tradicional;1;2;Sim;Ônibus;<1h;Sim;Sim;Compartilhado;0;Própria;Pai;3;4.5 a 6 SM;4;Não;Solteiro;Não;Sim;2;5;2;5
2018;FT05;M;SISU;AC;AC;561.9;651.3;597.6;625.5;620.0;611.3;2.421;2;0.1695;Não;Não;Sim;pública;tradicional;1;3;Não;Ônibus;1h-2h;Não;Sim;Compartilhado;1;Própria;Mãe;6;<1.5 SM;1;Não;Solteiro;Não;Não;0;0;2;5
2018;IE08;M;PSC;AC;AC;;;;;;;8.535;12;0.9796;Sim;Sim;Não;privada;técnico;1;3;Sim;Carona;<1h;Sim;Sim;Exclusivo;;Própria;Outros;5;;;Não;Solteiro;Não;Sim;;0;3;5
2018;IE08;F;SISU;PPI2-PCD;NRenda;582.4;608.3;442.6;604.2;540.0;555.5;3.074;3;0.2449;Sim;Não;Não;pública;tradicional;1;3;Não;Carona;<1h;Sim;Sim;Exclusivo;2;Própria;Mãe;4;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;;;2;0
2018;IE08;M;SISU;PPI1;Renda;588.2;627.4;611.2;723.4;640.0;638.0;5.559;7;0.5714;Sim;Sim;Não;pública;técnico;1;3;Sim;Ônibus;<1h;Sim;Sim;Compartilhado;0;Própria;Pai;2;<1.5 SM;1;Não;Solteiro;Não;Sim;2;2;1;3
2018;IE17;M;PSC;PPI1;Renda;;;;;;;1.060;0;0.0000;Sim;Não;Não;pública;tradicional;1;3;Não;Ônibus;1h-2h;Sim;Sim;Compartilhado;1;Própria;Mãe;5;<1.5 SM;1;Não;Solteiro;Não;Sim;3;4;3;4
2018;IE08;M;PSC;AC;AC;;;;;;;7.190;9;0.7347;Sim;Sim;Não;privada;tradicional;1;3;Não;Carona;<1h;Sim;Sim;Exclusivo;2;Própria;Mãe;4;6 a 10 SM;5;Não;Solteiro;Não;Sim;3;4;3;5
2018;FT05;F;SISU;PPI1;Renda;;;;;;;2.855;1;0.0847;Não;Não;Não;pública;tradicional;1;3;Não;Ônibus;1h-2h;Sim;Sim;Compartilhado;0;Própria;Mãe;4;<1.5 SM;1;Não;Solteiro;Não;Sim;4;5;2;0
2018;FT05;F;SISU;PPI2;NRenda;587.8;643.5;656;673;720.0;656.1;1.152;0;0.0000;Não;Não;Não;pública;tradicional;4;3;Não;Ônibus;<1h;Sim;Sim;Exclusivo;1;Própria;Pai;2;4.5 a 6 SM;4;Não;Solteiro;Não;Não;3;2;3;3
2018;IE17;F;SISU;PPI2;NRenda;609;627;596.5;663.2;820.0;663.1;7.264;9;0.8182;Sim;Não;Sim;pública;tradicional;1;3;Não;Carona;1h-2h;Sim;Sim;Exclusivo;2;Própria;Pai;5;4.5 a 6 SM;4;Não;Solteiro;Não;Sim;3;2;3;2
2018;IE08;F;PSC;NDC2;NRenda;;;;;;;7.722;11;0.8980;Sim;Sim;Não;pública;técnico;1;4;Sim;Ônibus;>2h;Sim;Sim;Compartilhado;2;Alugada;Eu;5;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;;;0;1
2018;IE17;M;SISU;AC;AC;664.5;679.1;646.2;710.7;680.0;676.1;7.417;9;0.8182;Sim;Não;Sim;privada;tradicional;6;4;Sim;Veículo próprio;<1h;Sim;Sim;Exclusivo;2;Própria;Eu;5;6 a 10 SM;5;Tempo parcial;Solteiro;Não;Não;0;0;3;4
2018;FT05;M;PSC;NDC1;Renda;;;;;;;4.153;5;0.4237;Sim;Não;Não;pública;Outra modalidade;1;2;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Alugada;Eu;6;<1.5 SM;1;Não;Solteiro;Não;Sim;2;2;0;3
2018;IE17;M;SISU;PPI2;NRenda;578.6;705.9;550.6;666.9;740.0;648.4;0.000;0;0.0000;Sim;Não;Sim;pública;tradicional;6;3;Não;Veículo próprio;<1h;Sim;Sim;Exclusivo;0;Alugada;Eu;4;> 10 SM;6;Tempo integral;Casado;Sim;Sim;2;;3;3
2018;IE08;F;SISU;AC;AC;632.7;638.3;598.7;732.5;900.0;700.4;9.087;11;0.8980;Sim;Sim;Não;pública;tradicional;1;4;Não;Carona;<1h;Sim;Sim;Exclusivo;1;Alugada;Pai;4;6 a 10 SM;5;Não;Solteiro;Não;Não;0;0;2;5
2018;FT05;M;PSC;PPI1;Renda;501.3;483.9;516.4;544.4;660.0;541.2;5.081;9;0.7627;Sim;Sim;Não;pública;tradicional;1;2;Não;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Própria;Mãe;6;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;2;2;3;3
2018;FT05;M;PSC;NDC1;Renda;572.3;587.3;581.8;669.9;560.0;594.3;2.382;1;0.0847;Sim;Não;Não;pública;tradicional;1;3;Não;Ônibus;1h-2h;Sim;Não;Compartilhado;1;Própria;Outros;4;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;2;0;2;5
2018;FT05;M;PSC;PPI2;NRenda;;;;;;;4.476;5;0.4237;Sim;Não;Não;pública;tradicional;1;3;Não;Carona;1h-2h;Sim;Sim;Compartilhado;1;Própria;Pai;4;;;Não;Solteiro;Não;Sim;4;5;2;4
2018;IE08;M;PSC;PPI2;NRenda;590.7;623.4;600.3;735.8;720.0;654.0;5.386;8;0.6531;Sim;Sim;Não;pública;tradicional;1;4;Não;Ônibus;<1h;Sim;Sim;Exclusivo;2;Alugada;Pai;1;> 10 SM;6;Não;Solteiro;Não;Sim;3;4;2;5
2018;IE08;M;SISU;AC;AC;567.6;625.3;648.4;659.6;780.0;656.2;6.646;9;0.7347;Sim;Sim;Não;pública;técnico;2;3;Não;Ônibus;1h-2h;Sim;Sim;Exclusivo;1;Própria;Pai;6;1.5 a 3 SM;2;Não;Solteiro;Não;Sim;3;4;1;3
2018;IE08;M;SISU;AC;AC;589.2;603.5;629.5;806.1;660.0;657.7;6.528;9;0.7347;Sim;Não;Sim;privada;tradicional;2;2;Sim;Veículo próprio;<1h;Sim;Sim;Exclusivo;1;Própria;Mãe;5;> 10 SM;6;Não;Solteiro;Não;Sim;;;2;5
2018;FT05;M;SISU;AC;AC;598.2;568.8;541.7;601;680.0;597.9;4.987;3;0.2542;Sim;Não;Sim;pública;tradicional;5;4;Sim;Ônibus;<1h;Sim;Sim;Exclusivo;2;Própria;Mãe;5;<1.5 SM;1;Não;Solteiro;Não;Sim;4;4;3;4
2018;FT05;M;PSC;AC;AC;;;;;;;6.312;10;0.8475;Sim;Sim;Não;privada;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Própria;Pai;5;3 a 4.5 SM;3;Não;Solteiro;Não;Sim;2;;3;4
2018;IE08;M;SISU;NDC1;Renda;586.4;589.1;584.5;697.7;640.0;619.5;2.979;2;0.1633;Sim;Não;Sim;pública;tradicional;1;3;Não;Carona;1h-2h;Sim;Sim;Compartilhado;1;Própria;Pai;4;<1.5 SM;1;Não;Solteiro;Não;Sim;3;;2;5
2018;IE17;M;PSC;AC;AC;;;;;;;6.470;8;0.7273;Sim;Não;Não;privada;tradicional;1;4;Não;Ônibus;<1h;Sim;Sim;Compartilhado;2;Própria;Pai;5;4.5 a 6 SM;4;Não;Solteiro;Não;Não;0;0;2;5
2018;FT05;M;PSC;AC;AC;593.9;638.5;610.2;725.4;820.0;677.6;4.834;7;0.5932;Sim;Não;Não;privada;técnico;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Compartilhado;1;Própria;Pai;4;3 a 4.5 SM;3;Estágio;Solteiro;Não;Sim;4;5;3;4
2018;FT05;M;SISU;PPI1;Renda;586.1;582.2;611.9;714.9;640.0;627.0;6.746;8;0.6780;Sim;Não;Sim;pública;tradicional;5;3;Sim;Ônibus;<1h;Sim;Sim;Compartilhado;0;Própria;Pai;6;<1.5 SM;1;Não;Solteiro;Não;Sim;2;0;2;1
2018;IE08;M;SISU;AC;AC;567.9;669.9;650;739.2;760.0;677.4;6.225;9;0.7347;Sim;Sim;Sim;privada;tradicional;2;3;Não;Carona;<1h;Sim;Sim;Exclusivo;1;Própria;Pai;4;6 a 10 SM;5;Não;Solteiro;Não;Não;0;0;2;5
2018;IE17;M;PSC;AC;AC;;;;;;;2.794;3;0.2727;Não;Não;Não;pública;técnico;1;4;Sim;Veículo próprio;<1h;Sim;Sim;Exclusivo;2;Própria;Pai;6;> 10 SM;6;Não;Solteiro;Não;Sim;3;0;3;5
2018;IE08;M;SISU;PPI2;NRenda;574.1;619.9;595;813.2;720.0;664.4;8.509;11;0.8980;Sim;Sim;Não;pública;tradicional;1;2;Não;Ônibus;1h-2h;Não;Sim;Exclusivo;1;Própria;Outros;4;1.5 a 3 SM;2;Não;Solteiro;Não;Não;0;0;3;5
2018;IE08;M;SISU;PPI2;NRenda;605.1;622.8;432.5;770.7;820.0;650.2;5.480;7;0.5714;Não;Não;Sim;pública;técnico;2;1;Não;Ônibus;<1h;Sim;Sim;Exclusivo;2;Alugada;Mãe;2;3 a 4.5 SM;3;Não;Solteiro;Não;Sim;3;4;1;3
2018;IE17;M;PSC;PPI2;NRenda;;;;;;;4.261;5;0.4545;Sim;Sim;Não;pública;tradicional;1;3;Não;Carona;<1h;Sim;Sim;Compartilhado;1;Própria;Pai;5;3 a 4.5 SM;3;Não;Solteiro;Não;Sim;;5;1;5
2018;IE17;M;PSC;PPI2;NRenda;512.8;585.8;454.8;669.9;760.0;596.7;5.228;6;0.5455;Sim;Não;Não;pública;tradicional;1;3;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;0;Própria;Outros;6;3 a 4.5 SM;3;Não;Solteiro;Não;Sim;2;5;3;4
2018;IE08;M;PSC;PPI1;Renda;582.5;609.9;577.8;648.6;460.0;575.8;3.658;4;0.3265;Sim;Não;Não;pública;técnico;1;4;Sim;Ônibus;1h-2h;Sim;Sim;Exclusivo;1;Própria;Mãe;2;<1.5 SM;1;Não;Solteiro;Não;Não;0;1;2;1
